,상태,공고번호,축,품종,털색,성,중성화 여부,특징,접수일시
815,1,경기,개,믹스견,흰,암컷,미상,파란바탕에 노란줄 목걸이 착용. 양귀쫑긋. 눈곱. 눈물자국. 코분홍+검정. 얌전함. 사람좋아함.,2020-05-07
826,0,경기,개,말티즈,흰,암컷,아니오,교통사고,2020-05-07
839,1,경기,개,코카 스파니엘,황,수컷,아니오,눈물자국 있음,2020-05-07
840,1,경기,개,푸들,흰,수컷,아니오,"하늘색 가슴줄,리드줄착용",2020-05-07
843,1,경기,개,푸들,황,암컷,미상,눈곱. 코갈+검정. 꼬리길게단미. 겁있음. 소심함. 사람따름. 털상태양호. 외이염.,2020-05-07
851,1,대전,개,비글,황,수컷,미상,.,2020-05-07
852,1,대전,개,믹스견,검,수컷,미상,.,2020-05-07
857,1,대전,개,푸들,황,수컷,미상,.,2020-05-07
858,0,광주,개,믹스견,흰,암컷,미상,"20-0660 다건, 다리부상, 출혈, 교통사고, 기립불가",2020-05-07
869,1,대구,개,푸들,황,수컷,아니오,순함.,2020-05-07
879,1,부산,개,요크셔 테리어,황,수컷,미상,"영도구 - 78, 목줄없음 미용",2020-05-07
881,0,부산,개,믹스견,흰,암컷,아니오,"경계가 심함, 허약",2020-05-07
886,1,서울,개,믹스견,흰,암컷,미상,양귀접힘. 코검정. 진드기오염. 소심함.,2020-05-07
887,1,서울,개,믹스견,흰,암컷,미상,양귀반접힘. 코검정. 소심함/겁있음. 진드기오염.,2020-05-07
888,1,서울,개,믹스견,흰,암컷,미상,양귀반접힘. 코갈+검. 소심&#54884;. 진드기오염.,2020-05-07
893,1,서울,개,푸들,황,수컷,아니오,검은바탕+회색무늬 목걸이. 눈곱. 코검정. 순함. 얌전. 꼬리단미됨. 털상태 양호. 잠복고환.,2020-05-07
894,0,제주,개,믹스견,흰,암컷,아니오,(개체관리번호2354)생후7개월,2020-05-07
896,1,경남,개,비숑 프리제,흰,수컷,예,J-5-1-16-1 흰색. 내장칩동물등록:이름:봄이,2020-05-07
897,1,경남,개,푸들,황,암컷,아니오,J-5-1-15 갈색. 짧게 미용되어있음. 옷착용. 내장칩동물등록: 이름: 마루,2020-05-07
902,1,경남,개,프렌치 불독,황,수컷,아니오,하늘색 목줄 착용. 전체적으로 관리 잘 되어있음.,2020-05-07
905,1,경남,개,라브라도 리트리버,흰,수컷,아니오,순 함,2020-05-07
906,0,경북,개,믹스견,흰,수컷,아니오,"흰색 믹스견, 6개월령 추정",2020-05-07
912,1,경남,개,프렌치 불독,황,수컷,아니오,하늘색 목줄 착용. 전체적으로 관리 잘 되어있음.,2020-05-07
915,1,경남,개,라브라도 리트리버,흰,수컷,아니오,순 함,2020-05-07
916,0,경북,개,믹스견,흰,수컷,아니오,"흰색 믹스견, 6개월령 추정",2020-05-07
920,0,경북,개,믹스견,황,암컷,미상,"갈색, 예민하고 경계심이 많음",2020-05-07
922,1,경북,개,믹스견,황,수컷,미상,빨간색 목줄 착용,2020-05-07
923,0,경북,개,믹스견,흰,수컷,아니오,겁이 많음,2020-05-07
933,0,전남,개,믹스견,황,암컷,아니오,온순하고 겁이많음,2020-05-07
935,0,전남,개,믹스견,검,수컷,아니오,순함,2020-05-07
936,1,전남,개,믹스견,흰,암컷,아니오,경계함,2020-05-07
937,0,전남,개,믹스견,흰,수컷,미상,경계심이 많고 다가가면 위협함,2020-05-07
938,0,전남,개,믹스견,검,수컷,아니오,전신에 피부병 감염,2020-05-07
939,0,전남,개,믹스견,흰,암컷,아니오,"질병으로 보행 불가능, 아주 사나움",2020-05-07
946,0,전북,개,믹스견,황,수컷,미상,온순함,2020-05-07
948,1,전북,개,믹스견,황,수컷,아니오,사진참조,2020-05-07
949,1,전북,개,믹스견,황,수컷,아니오,사진참조,2020-05-07
967,0,충남,개,믹스견,황,암컷,아니오,경계함,2020-05-07
968,0,충남,개,믹스견,검,암컷,아니오,이런 피모를 rough coat라고 부릅니다 매우 사랑스럽죠,2020-05-07
969,1,충남,개,말티즈,흰,암컷,미상,흰색 말티즈,2020-05-07
975,0,충남,개,믹스견,검,수컷,미상,분유먹는 중,2020-05-07
977,1,충남,개,믹스견,흰,암컷,미상,온순함,2020-05-07
978,1,충남,개,푸들,검,암컷,미상,"순해요,",2020-05-07
985,0,충남,개,믹스견,흰,암컷,미상,녹색바탕에 노란줄무늬 목줄착용,2020-05-07
989,1,충북,개,말티즈,흰,암컷,미상,분홍색옷을 입은 동물등록이 되어있는 아이! 내일 주인분이 바로 오실예정,2020-05-07
992,1,충북,개,푸들,황,수컷,아니오,털이 많이 자라서 미용후 사진변경! 지금은 사람을 좋아하는 순딩이예요.,2020-05-07
995,0,충북,개,믹스견,검,수컷,미상,검정개(순함),2020-05-07
996,0,충북,개,믹스견,흰,암컷,미상,파랑색 목줄착용,2020-05-07
997,1,충북,개,믹스견,황,수컷,아니오,189번과 함께구조 순하고 사람을잘따름,2020-05-07
998,1,충북,개,믹스견,흰,수컷,아니오,190번과 함께구조 순하고 사람을잘따름,2020-05-07
1002,0,경기,개,믹스견,흰,수컷,아니오,겁이 많고 경계가 심함,2020-05-07
1004,1,경기,개,믹스견,흰,수컷,아니오,"펜션 단지내 배회, 목걸이(빨강색) 착용/목줄 X",2020-05-07
1005,0,경기,개,믹스견,흰,수컷,아니오,"조종소방서에서 인수받음. 돌산 빌라 주변 배회중 구조, 목걸이/목줄 X",2020-05-07
1008,1,경기,개,말티즈,흰,암컷,예,"닭갈비 매장 마당에서 발견, 강아지옷 착용, 목걸이/목줄 X",2020-05-07
1009,1,경기,개,말티즈,흰,수컷,예,"5살추정,순함",2020-05-07
1012,0,경기,개,믹스견,흰,수컷,아니오,겁이 많고 경계가 심함,2020-05-07
1014,1,경기,개,믹스견,흰,수컷,아니오,"펜션 단지내 배회, 목걸이(빨강색) 착용/목줄 X",2020-05-07
1015,0,경기,개,믹스견,흰,수컷,아니오,"조종소방서에서 인수받음. 돌산 빌라 주변 배회중 구조, 목걸이/목줄 X",2020-05-07
1018,1,경기,개,말티즈,흰,암컷,예,"닭갈비 매장 마당에서 발견, 강아지옷 착용, 목걸이/목줄 X",2020-05-07
1019,1,경기,개,말티즈,흰,수컷,예,"5살추정,순함",2020-05-07
1020,1,경기,개,라브라도 리트리버,황,수컷,아니오,"빨간색 목줄착용, 앉아,산책 훈련이 되어있음, 활발한 아이",2020-05-07
1023,1,경기,개,라브라도 리트리버,흰,수컷,아니오,"목줄,목걸이 없음",2020-05-07
1025,1,경기,개,말티즈,흰,암컷,아니오,목줄없고 미용했으며 온순함,2020-05-07
1028,1,경기,개,말티즈,흰,수컷,아니오,"순함,관리안되어있음,털엉킴,미용하면예쁜아이",2020-05-07
1030,1,경기,개,푸들,황,수컷,예,"모히칸스타일미용,엉덩이털남김,파란색하네스착용,순함",2020-05-07
1031,1,경기,개,말티즈,흰,수컷,아니오,"착하고순함,관리가잘안되어있음",2020-05-07
1036,1,경기,개,푸들,황,암컷,미상,빨간색 가슴줄. 비만.,2020-05-07
1047,1,경기,개,푸들,황,암컷,미상,"피부병, 항문주변 헐어있음.",2020-05-07
1051,1,경기,개,말티즈,흰,수컷,예,줄무늬옷착용,2020-05-07
1052,1,경기,개,요크셔 테리어,황,수컷,아니오,"한쪽 잠복고환, 작고 예쁨.",2020-05-07
1053,1,경기,개,포메라니안,황,수컷,아니오,내장칩있음,2020-05-07
1055,1,경기,개,푸들,황,수컷,예,옷입고있음,2020-05-07
1056,0,울산,개,믹스견,흰,암컷,아니오,순함/형제2마리입소/백신1차접종/구충제복용,2020-05-07
1057,1,울산,개,믹스견,흰,암컷,아니오,겁많고순함/형제2마리입소/백신1차접종/구충제복용,2020-05-07
1059,1,울산,개,믹스견,황,수컷,아니오,하네스를하고있었음,2020-05-07
1074,0,광주,개,믹스견,흰,수컷,미상,20-0657 사들,2020-05-07
1075,1,광주,개,믹스견,흰,수컷,미상,20-0656 은천,2020-05-07
1080,1,광주,개,믹스견,흰,암컷,미상,"20-0621 햇빛, 하네스착용(검정)",2020-05-07
1081,0,광주,개,코카 스파니엘,황,암컷,미상,"20-0659 호기, 넥카라, 온몸에 종양이 퍼짐, 환부 괴사중",2020-05-07
1086,0,광주,개,믹스견,흰,수컷,미상,20-0658 오치,2020-05-07
1089,1,인천,개,푸들,흰,수컷,예,"순함,착함,피부병있음",2020-05-07
1092,1,인천,개,말티즈,흰,암컷,미상,"순함,귀여움,신고자분 임시보호중",2020-05-07
1095,0,인천,개,믹스견,흰,암컷,미상,공고번호123번새끼/1월/진도믹스,2020-05-07
1096,1,인천,개,믹스견,흰,암컷,미상,공고번호123번새끼/1월/진도믹스,2020-05-07
1097,0,인천,개,믹스견,흰,암컷,미상,공고번호123번새끼/1월/진도믹스,2020-05-07
1098,0,인천,개,믹스견,흰,수컷,미상,공고번호123번새끼/1월/진도믹스,2020-05-07
1109,1,대구,개,믹스견,황,암컷,미상,겁이 많아 못만지게 해서 정확한 나이와 성별어려움,2020-05-07
1119,1,대구,개,믹스견,황,암컷,미상,겁이 많아 못만지게 해서 정확한 나이와 성별어려움,2020-05-07
1121,1,대구,개,믹스견,흰,수컷,아니오,미용,2020-05-07
1125,0,부산,개,믹스견,흰,암컷,아니오,검정색 목줄,2020-05-07
1132,1,부산,개,믹스견,흰,수컷,아니오,겁 많음,2020-05-07
1136,1,서울,개,말티즈,흰,암컷,아니오,"왼쪽송곳니유치잔존,양쪽슬개골탈구2기추정,발정중,귀상태양호",2020-05-07
1138,1,서울,개,믹스견,황,암컷,아니오,"야생들개추정,마취,칩없음",2020-05-07
1140,1,서울,개,푸들,황,암컷,아니오,"순하고사람잘따름,털이지저분함,칩있음",2020-05-07
1141,1,서울,개,포메라니안,황,수컷,아니오,"순하고사람잘따름,치아깨끗,칩없음",2020-05-07
1143,1,전남,개,믹스견,흰,암컷,미상,3년생 믹스견,2020-05-06
1144,0,전남,개,믹스견,흰,암컷,미상,2개월령 믹스견,2020-05-06
1145,1,전남,개,사모예드,흰,암컷,미상,흰색,2020-05-06
1159,0,경남,개,푸들,황,암컷,아니오,"노령, 털 엉킴심함",2020-05-06
1160,1,전북,개,믹스견,흰,수컷,미상,"교통사고 당함, 4세 수컷",2020-05-06
1161,0,충남,개,말티즈,흰,수컷,아니오,뒷다리부상,2020-05-06
1167,0,경기,개,믹스견,황,암컷,아니오,없음,2020-05-06
1169,1,서울,개,말티즈,흰,수컷,예,눈곱조금.코검정+갈.꼬리끝털 더긺.얌전함.사람따름.털상태양호. 피부질환.,2020-05-06
1170,1,서울,개,말티즈,흰,암컷,미상,눈곱.눈물자국.코검정+분홍.얌전함.사람따름.털때탐.칩있음.피부질환.,2020-05-06
1171,1,강원,개,믹스견,흰,수컷,예,"머리쪽 살짝갈색, 털갈이중",2020-05-06
1189,1,인천,개,믹스견,흰,수컷,아니오,생후50일령,2020-05-06
1190,1,인천,개,믹스견,흰,수컷,아니오,생후50일령,2020-05-06
1191,1,경남,개,말티즈,흰,암컷,아니오,목줄없음,2020-05-06
1193,1,경남,개,믹스견,흰,암컷,예,"순함, 사람 좋아함, 애교 많음",2020-05-06
1196,0,전북,개,믹스견,흰,수컷,아니오,몸상태 안좋음,2020-05-06
1224,1,서울,개,말티즈,흰,수컷,아니오,눈곱. 눈물자국. 코분홍. 얌전함. 사람따름.,2020-05-06
1237,1,제주,개,믹스견,황,암컷,아니오,(개체관리번호2370)생후1개월,2020-05-06
1238,0,제주,개,믹스견,황,암컷,아니오,(개체관리번호2369)생후1개월,2020-05-06
1239,0,제주,개,믹스견,황,수컷,아니오,(개체관리번호2368)생후1개월,2020-05-06
1240,0,제주,개,믹스견,황,암컷,아니오,(개체관리번호2367)생후1개월,2020-05-06
1242,0,제주,개,믹스견,흰,암컷,미상,(개체관리번호2364)심장사상충,2020-05-06
1243,0,제주,개,믹스견,흰,암컷,아니오,(개체관리번호2363)임신,2020-05-06
1245,1,제주,개,푸들,흰,수컷,미상,(개체관리번호2361)심장사상충,2020-05-06
1246,1,제주,개,페키니즈,흰,수컷,아니오,(개체관리번호2360)생후6개월,2020-05-06
1249,1,제주,개,믹스견,황,수컷,아니오,(개체관리번호2357)생후10개월,2020-05-06
1250,0,제주,개,믹스견,황,암컷,아니오,(개체관리번호2356)생후5개월,2020-05-06
1251,0,제주,개,믹스견,흰,암컷,아니오,"(개체관리번호2355)목줄착용, 앞다리교상",2020-05-06
1252,0,제주,개,믹스견,황,암컷,아니오,(개체관리번호2353)생후7개월,2020-05-06
1254,0,제주,개,믹스견,흰,암컷,아니오,(개체관리번호2351)생후1개월,2020-05-06
1255,0,제주,개,믹스견,흰,암컷,아니오,(개체관리번호2350)생후1개월,2020-05-06
1256,0,제주,개,믹스견,흰,암컷,아니오,(개체관리번호2349)생후1개월,2020-05-06
1257,0,제주,개,믹스견,흰,수컷,아니오,(개체관리번호2348)생후1개월,2020-05-06
1258,0,제주,개,믹스견,흰,수컷,아니오,(개체관리번호2347)생후1개월,2020-05-06
1259,0,제주,개,믹스견,흰,수컷,아니오,(개체관리번호2346)생후1개월,2020-05-06
1260,0,제주,개,포메라니안,흰,수컷,아니오,"(개체관리번호2345)교상(목, 어덩이)",2020-05-06
1261,0,제주,개,믹스견,황,수컷,아니오,(개체관리번호2344)생후6개월,2020-05-06
1262,1,제주,개,말티즈,흰,수컷,아니오,(개체관리번호2343)생후7개월,2020-05-06
1263,1,제주,개,믹스견,검,암컷,아니오,"(개체관리번호2342)생후7개월, 경계심",2020-05-06
1264,0,제주,개,믹스견,흰,암컷,아니오,"(개체관리번호2341)생후8개월, 경계심",2020-05-06
1265,0,제주,개,믹스견,흰,암컷,미상,"(개체관리번호2340)심장사상충, 경계심",2020-05-06
1269,0,경남,개,믹스견,흰,암컷,아니오,친숙함,2020-05-06
1276,0,경북,개,믹스견,황,암컷,아니오,순하나 사람을 경계함,2020-05-06
1277,0,경북,개,믹스견,흰,수컷,아니오,순하나 사람을 경계함,2020-05-06
1279,0,전남,개,믹스견,황,암컷,미상,"교통사고,3개월추정",2020-05-06
1286,0,전남,개,믹스견,흰,수컷,미상,"신생자견,작고 귀여움,1일령",2020-05-06
1287,0,전남,개,믹스견,흰,수컷,미상,"신생자견,작고 귀여움,1일령",2020-05-06
1288,0,전남,개,믹스견,흰,수컷,미상,"신생자견,작고 귀여움,1일령",2020-05-06
1289,0,전남,개,믹스견,흰,수컷,미상,"신생자견,작고 귀여움,1일령",2020-05-06
1290,0,전남,개,믹스견,흰,암컷,미상,"신생자견,작고 귀여움,1일령",2020-05-06
1291,0,전남,개,믹스견,흰,암컷,미상,"신생자견,작고 귀여움,1일령",2020-05-06
1292,0,전남,개,믹스견,흰,암컷,미상,"신생자견,작고 귀여움,1일령",2020-05-06
1293,0,전남,개,믹스견,흰,수컷,아니오,"종합백신,레볼루션,프론트라인,코로나예방",2020-05-06
1295,0,전남,개,믹스견,흰,수컷,미상,교통사고,2020-05-06
1298,1,전북,개,믹스견,검,암컷,아니오,차에치여 다리한쪽을절음,2020-05-06
1299,0,전북,개,믹스견,흰,암컷,아니오,생후5개월정도 말티즈 믹개이며 아주작고순함,2020-05-06
1333,1,인천,개,믹스견,흰,암컷,미상,50일 공고37번 새끼,2020-05-06
1335,1,인천,개,믹스견,흰,암컷,미상,50일 공고37번 새끼,2020-05-06
1337,1,인천,개,믹스견,흰,암컷,미상,50일 공고37번 새끼,2020-05-06
1338,0,인천,개,믹스견,흰,수컷,미상,50일 공고37번 새끼/임시보호중,2020-05-06
1343,1,인천,개,믹스견,황,수컷,아니오,"2마리함께발견,옷착용,조금경계함",2020-05-06
1354,1,부산,개,스피츠,흰,수컷,아니오,"양호(온순), 연제구 1-72호",2020-05-06
1360,1,부산,개,말티즈,흰,수컷,예,흰색,2020-05-06
1365,1,서울,개,믹스견,황,암컷,미상,양귀처짐. 코검정. 얌전함. 사람좋아함. 꼬리단미안됨. 털상태양호.,2020-05-06
1367,0,서울,개,믹스견,흰,수컷,아니오,오른귀처짐/왼귀쫑긋. 코분홍. 여윔. 얌전함. 사람따름. 꼬리단미안됨. 털상태 양호.,2020-05-06
1368,1,서울,개,믹스견,흰,암컷,미상,눈곱. 눈물자국. 코분홍+검정. 전신털뭉침. 얌전함. 사람따름.,2020-05-06
1369,1,서울,개,믹스견,황,암컷,미상,어깨 수술자국,2020-05-06
1374,1,서울,개,믹스견,흰,수컷,아니오,양귀쫑긋.코갈색.콧등탈모.겁있음.소심함.사람따름.,2020-05-06
1376,1,제주,개,믹스견,황,암컷,미상,(개체관리번호2333)파란버클목줄 착용,2020-05-06
1384,0,경남,개,믹스견,검,암컷,아니오,목줄착용,2020-05-06
1385,1,경남,개,믹스견,황,수컷,아니오,없음,2020-05-06
1387,0,경남,개,믹스견,흰,암컷,아니오,포획틀 이용하여 포힉,2020-05-06
1400,0,경북,개,믹스견,흰,수컷,아니오,흰색 점박이,2020-05-06
1401,0,경북,개,믹스견,흰,수컷,아니오,눈주위 검정,2020-05-06
1402,0,경북,개,믹스견,흰,암컷,아니오,귀가 황색,2020-05-06
1403,0,경북,개,믹스견,흰,수컷,아니오,특이사항 없음,2020-05-06
1404,0,경북,개,믹스견,황,암컷,아니오,네발톱 흰색,2020-05-06
1410,0,경북,개,믹스견,흰,수컷,아니오,흰색 점박이,2020-05-06
1411,0,경북,개,믹스견,흰,수컷,아니오,눈주위 검정,2020-05-06
1412,0,경북,개,믹스견,흰,암컷,아니오,귀가 황색,2020-05-06
1413,0,경북,개,믹스견,흰,수컷,아니오,특이사항 없음,2020-05-06
1414,0,경북,개,믹스견,황,암컷,아니오,네발톱 흰색,2020-05-06
1421,0,전남,개,믹스견,황,수컷,아니오,건강상태 양호,2020-05-06
1423,0,전남,개,믹스견,검,수컷,아니오,건강상태 양호,2020-05-06
1424,1,전남,개,그레이 하운드,황,수컷,아니오,"잘따름, 상처가 많으며 왼앞다리 불편함",2020-05-06
